timestamp,mean
2025-10-09 17:38:48.708696+02:00,9999797.36967
2025-10-09 17:38:49.859455+02:00,9999797.36381
2025-10-09 17:38:51.010153+02:00,9999797.35176
2025-10-09 17:38:52.160847+02:00,9999797.35198
2025-10-09 17:38:53.311792+02:00,9999797.37803
2025-10-09 17:38:54.463044+02:00,9999797.39571
2025-10-09 17:38:55.613650+02:00,9999797.41187
2025-10-09 17:38:56.764051+02:00,9999797.39671
2025-10-09 17:38:57.914772+02:00,9999797.41586
2025-10-09 17:38:59.065357+02:00,9999797.44497
2025-10-09 17:39:00.215635+02:00,9999797.46474
2025-10-09 17:39:01.366114+02:00,9999797.45477
2025-10-09 17:39:02.516944+02:00,9999797.46141
2025-10-09 17:39:03.667640+02:00,9999797.44747
2025-10-09 17:39:04.818223+02:00,9999797.43033
2025-10-09 17:39:05.968971+02:00,9999797.42417
2025-10-09 17:39:07.119745+02:00,9999797.43323
2025-10-09 17:39:08.270925+02:00,9999797.48536
2025-10-09 17:39:09.421935+02:00,9999797.5188
2025-10-09 17:39:10.572943+02:00,9999797.53942
2025-10-09 17:39:11.723730+02:00,9999797.57227
2025-10-09 17:39:12.874101+02:00,9999797.57987
2025-10-09 17:39:14.025142+02:00,9999797.60445
2025-10-09 17:39:15.175875+02:00,9999797.61071
2025-10-09 17:39:16.326299+02:00,9999797.62208
2025-10-09 17:39:17.476698+02:00,9999797.64548
2025-10-09 17:39:18.627647+02:00,9999797.64779
2025-10-09 17:39:19.778298+02:00,9999797.67429
2025-10-09 17:39:20.928826+02:00,9999797.66048
2025-10-09 17:39:22.079512+02:00,9999797.68032
2025-10-09 17:39:23.229728+02:00,9999797.68511
2025-10-09 17:39:24.380086+02:00,9999797.68802
2025-10-09 17:39:25.530481+02:00,9999797.6974
2025-10-09 17:39:26.681000+02:00,9999797.70633
2025-10-09 17:39:27.831467+02:00,9999797.70747
2025-10-09 17:39:28.981473+02:00,9999797.70283
2025-10-09 17:39:30.131964+02:00,9999797.76726
2025-10-09 17:39:31.282762+02:00,9999797.75342
2025-10-09 17:39:32.433619+02:00,9999797.74691
2025-10-09 17:39:33.584804+02:00,9999797.75819
2025-10-09 17:39:34.735728+02:00,9999797.77867
2025-10-09 17:39:35.886297+02:00,9999797.77922
2025-10-09 17:39:37.037665+02:00,9999797.78545
2025-10-09 17:39:38.189301+02:00,9999797.78114
2025-10-09 17:39:39.339700+02:00,9999797.78895
2025-10-09 17:39:40.490852+02:00,9999797.83724
2025-10-09 17:39:41.642038+02:00,9999797.80252
2025-10-09 17:39:42.793276+02:00,9999797.78944
2025-10-09 17:39:43.943942+02:00,9999797.79302
2025-10-09 17:39:45.094990+02:00,9999797.80729
2025-10-09 17:39:46.245736+02:00,9999797.84443
2025-10-09 17:39:47.396943+02:00,9999797.81638
2025-10-09 17:39:48.547629+02:00,9999797.81055
2025-10-09 17:39:49.698316+02:00,9999797.78684
2025-10-09 17:39:50.849464+02:00,9999797.77455
2025-10-09 17:39:52.000322+02:00,9999797.80491
2025-10-09 17:39:53.150880+02:00,9999797.81868
2025-10-09 17:39:54.301550+02:00,9999797.80518
2025-10-09 17:39:55.451981+02:00,9999797.84866
2025-10-09 17:39:56.602117+02:00,9999797.82921
2025-10-09 17:39:57.752913+02:00,9999797.83228
2025-10-09 17:39:58.903727+02:00,9999797.83447
2025-10-09 17:40:00.054511+02:00,9999797.8313
2025-10-09 17:40:01.205204+02:00,9999797.84736
2025-10-09 17:40:02.355949+02:00,9999797.86778
2025-10-09 17:40:03.507303+02:00,9999797.87454
2025-10-09 17:40:04.658323+02:00,9999797.84693
2025-10-09 17:40:05.809017+02:00,9999797.85693
2025-10-09 17:40:06.959967+02:00,9999797.90334
2025-10-09 17:40:08.111177+02:00,9999797.85943
2025-10-09 17:40:09.262056+02:00,9999797.87652
2025-10-09 17:40:10.413048+02:00,9999797.87692
2025-10-09 17:40:11.564413+02:00,9999797.89759
2025-10-09 17:40:12.715300+02:00,9999797.91213
2025-10-09 17:40:13.866141+02:00,9999797.94121
2025-10-09 17:40:15.017649+02:00,9999797.92784
2025-10-09 17:40:16.168013+02:00,9999798.00051
2025-10-09 17:40:17.318831+02:00,9999798.00512
2025-10-09 17:40:18.470070+02:00,9999798.02598
2025-10-09 17:40:19.620854+02:00,9999798.0017
2025-10-09 17:40:20.771896+02:00,9999798.04244
2025-10-09 17:40:21.922733+02:00,9999798.07644
2025-10-09 17:40:23.073279+02:00,9999798.05251
2025-10-09 17:40:24.224043+02:00,9999798.04958
2025-10-09 17:40:25.375054+02:00,9999798.0504
2025-10-09 17:40:26.525885+02:00,9999798.04293
2025-10-09 17:40:27.676530+02:00,9999798.04443
2025-10-09 17:40:28.827309+02:00,9999798.02105
2025-10-09 17:40:29.978045+02:00,9999798.02916
2025-10-09 17:40:31.128747+02:00,9999798.0342
2025-10-09 17:40:32.279651+02:00,9999798.10345
2025-10-09 17:40:33.430504+02:00,9999798.07722
2025-10-09 17:40:34.581475+02:00,9999798.06656
2025-10-09 17:40:35.732003+02:00,9999798.06247
2025-10-09 17:40:36.882902+02:00,9999798.07345
2025-10-09 17:40:38.034009+02:00,9999798.10331
2025-10-09 17:40:39.185604+02:00,9999798.11927
2025-10-09 17:40:40.336415+02:00,9999798.12551
2025-10-09 17:40:41.487613+02:00,9999798.15329
2025-10-09 17:40:42.638512+02:00,9999798.17984
2025-10-09 17:40:43.789528+02:00,9999798.21399
2025-10-09 17:40:44.940741+02:00,9999798.2193
2025-10-09 17:40:46.091651+02:00,9999798.25444
2025-10-09 17:40:47.242551+02:00,9999798.21483
2025-10-09 17:40:48.393199+02:00,9999798.23504
2025-10-09 17:40:49.543961+02:00,9999798.24201
2025-10-09 17:40:50.694822+02:00,9999798.2798
2025-10-09 17:40:51.845651+02:00,9999798.26998
2025-10-09 17:40:52.996295+02:00,9999798.25569
2025-10-09 17:40:54.147492+02:00,9999798.2728
2025-10-09 17:40:55.298151+02:00,9999798.29008
2025-10-09 17:40:56.449060+02:00,9999798.22227
2025-10-09 17:40:57.600079+02:00,9999798.21467
2025-10-09 17:40:58.751166+02:00,9999798.25137
2025-10-09 17:40:59.901919+02:00,9999798.24834
2025-10-09 17:41:01.052574+02:00,9999798.28865
2025-10-09 17:41:02.202977+02:00,9999798.28059
2025-10-09 17:41:03.353610+02:00,9999798.23317
2025-10-09 17:41:04.504325+02:00,9999798.20935
2025-10-09 17:41:05.655116+02:00,9999798.18342
2025-10-09 17:41:06.805560+02:00,9999798.17181
2025-10-09 17:41:07.956062+02:00,9999798.15798
2025-10-09 17:41:09.106695+02:00,9999798.16012
2025-10-09 17:41:10.257499+02:00,9999798.1394
2025-10-09 17:41:11.407858+02:00,9999798.12372
2025-10-09 17:41:12.558498+02:00,9999798.1943
2025-10-09 17:41:13.709146+02:00,9999798.22135
2025-10-09 17:41:14.859677+02:00,9999798.20756
2025-10-09 17:41:16.010958+02:00,9999798.17013
2025-10-09 17:41:17.161528+02:00,9999798.16384
2025-10-09 17:41:18.311809+02:00,9999798.14827
2025-10-09 17:41:19.462163+02:00,9999798.14271
2025-10-09 17:41:20.612479+02:00,9999798.16178
2025-10-09 17:41:21.763344+02:00,9999798.18554
2025-10-09 17:41:22.913964+02:00,9999798.17865
2025-10-09 17:41:24.064802+02:00,9999798.20613
2025-10-09 17:41:25.215848+02:00,9999798.20289
2025-10-09 17:41:26.366055+02:00,9999798.19368
2025-10-09 17:41:27.516903+02:00,9999798.16888
2025-10-09 17:41:28.667616+02:00,9999798.16669
2025-10-09 17:41:29.818274+02:00,9999798.18466
2025-10-09 17:41:30.969265+02:00,9999798.17884
2025-10-09 17:41:32.120119+02:00,9999798.18491
2025-10-09 17:41:33.270893+02:00,9999798.2099
2025-10-09 17:41:34.421608+02:00,9999798.23919
2025-10-09 17:41:35.572285+02:00,9999798.19299
2025-10-09 17:41:36.723207+02:00,9999798.22379
2025-10-09 17:41:37.874372+02:00,9999798.24429
