timestamp,mean
2025-10-20 16:28:11.639693+02:00,24999170.5282
2025-10-20 16:28:12.790393+02:00,24999170.5168
2025-10-20 16:28:13.941109+02:00,24999170.4942
2025-10-20 16:28:15.091399+02:00,24999170.4802
2025-10-20 16:28:16.242125+02:00,24999170.4365
2025-10-20 16:28:17.392968+02:00,24999170.3958
2025-10-20 16:28:18.543608+02:00,24999170.3749
2025-10-20 16:28:19.694327+02:00,24999170.4003
2025-10-20 16:28:20.844820+02:00,24999170.3266
2025-10-20 16:28:21.995354+02:00,24999170.3084
2025-10-20 16:28:23.146401+02:00,24999170.3016
2025-10-20 16:28:24.297329+02:00,24999170.2826
2025-10-20 16:28:25.448408+02:00,24999170.3007
2025-10-20 16:28:26.599197+02:00,24999170.2835
2025-10-20 16:28:27.749511+02:00,24999170.2171
2025-10-20 16:28:28.900207+02:00,24999170.202
2025-10-20 16:28:30.051034+02:00,24999170.2124
2025-10-20 16:28:31.201536+02:00,24999170.1795
2025-10-20 16:28:32.352063+02:00,24999170.2825
2025-10-20 16:28:33.502219+02:00,24999170.1934
2025-10-20 16:28:34.652816+02:00,24999170.1763
2025-10-20 16:28:35.803559+02:00,24999170.1952
2025-10-20 16:28:36.954325+02:00,24999170.2081
2025-10-20 16:28:38.104957+02:00,24999170.2329
2025-10-20 16:28:39.255429+02:00,24999170.1779
2025-10-20 16:28:40.406261+02:00,24999170.1607
2025-10-20 16:28:41.557189+02:00,24999170.1562
2025-10-20 16:28:42.708145+02:00,24999170.2104
2025-10-20 16:28:43.858878+02:00,24999170.236
2025-10-20 16:28:45.009303+02:00,24999170.1849
2025-10-20 16:28:46.159705+02:00,24999170.2591
2025-10-20 16:28:47.310251+02:00,24999170.2532
2025-10-20 16:28:48.461090+02:00,24999170.2148
2025-10-20 16:28:49.611456+02:00,24999170.2359
2025-10-20 16:28:50.762202+02:00,24999170.2325
2025-10-20 16:28:51.912670+02:00,24999170.2425
2025-10-20 16:28:53.063100+02:00,24999170.2078
2025-10-20 16:28:54.213501+02:00,24999170.2269
2025-10-20 16:28:55.364308+02:00,24999170.2048
2025-10-20 16:28:56.514844+02:00,24999170.189
2025-10-20 16:28:57.665041+02:00,24999170.2344
2025-10-20 16:28:58.815442+02:00,24999170.2442
2025-10-20 16:28:59.966030+02:00,24999170.1898
2025-10-20 16:29:01.116968+02:00,24999170.199
2025-10-20 16:29:02.267848+02:00,24999170.2159
2025-10-20 16:29:03.418725+02:00,24999170.234
2025-10-20 16:29:04.569186+02:00,24999170.2443
2025-10-20 16:29:05.720105+02:00,24999170.2072
2025-10-20 16:29:06.870813+02:00,24999170.2447
2025-10-20 16:29:08.021175+02:00,24999170.2484
2025-10-20 16:29:09.171829+02:00,24999170.3026
2025-10-20 16:29:10.322717+02:00,24999170.2126
2025-10-20 16:29:11.473076+02:00,24999170.1915
2025-10-20 16:29:12.623627+02:00,24999170.1536
2025-10-20 16:29:13.774669+02:00,24999170.2089
2025-10-20 16:29:14.925528+02:00,24999170.1321
2025-10-20 16:29:16.076403+02:00,24999170.1235
2025-10-20 16:29:17.226895+02:00,24999170.1278
2025-10-20 16:29:18.377282+02:00,24999170.0761
2025-10-20 16:29:19.527400+02:00,24999170.0794
2025-10-20 16:29:20.677763+02:00,24999170.0602
2025-10-20 16:29:21.828407+02:00,24999170.0217
2025-10-20 16:29:22.979020+02:00,24999169.9917
2025-10-20 16:29:24.129283+02:00,24999170.0705
2025-10-20 16:29:25.279618+02:00,24999170.1432
2025-10-20 16:29:26.430198+02:00,24999170.1008
2025-10-20 16:29:27.581085+02:00,24999170.0661
2025-10-20 16:29:28.731653+02:00,24999170.115
2025-10-20 16:29:29.881680+02:00,24999170.1656
2025-10-20 16:29:31.032372+02:00,24999170.1464
2025-10-20 16:29:32.183151+02:00,24999170.1656
2025-10-20 16:29:33.333769+02:00,24999170.1889
2025-10-20 16:29:34.484598+02:00,24999170.241
2025-10-20 16:29:35.635053+02:00,24999170.2047
2025-10-20 16:29:36.785360+02:00,24999170.2401
2025-10-20 16:29:37.936061+02:00,24999170.2578
2025-10-20 16:29:39.086541+02:00,24999170.2015
2025-10-20 16:29:40.237244+02:00,24999170.3377
2025-10-20 16:29:41.387742+02:00,24999170.261
2025-10-20 16:29:42.538577+02:00,24999170.258
2025-10-20 16:29:43.689248+02:00,24999170.2945
2025-10-20 16:29:44.839668+02:00,24999170.2691
2025-10-20 16:29:45.990611+02:00,24999170.2454
2025-10-20 16:29:47.141410+02:00,24999170.3049
2025-10-20 16:29:48.291993+02:00,24999170.4372
2025-10-20 16:29:49.442652+02:00,24999170.3961
2025-10-20 16:29:50.593223+02:00,24999170.4506
2025-10-20 16:29:51.744147+02:00,24999170.4606
2025-10-20 16:29:52.895074+02:00,24999170.384
2025-10-20 16:29:54.045408+02:00,24999170.3727
2025-10-20 16:29:55.195967+02:00,24999170.3931
2025-10-20 16:29:56.346842+02:00,24999170.37
2025-10-20 16:29:57.497227+02:00,24999170.3469
2025-10-20 16:29:58.648318+02:00,24999170.3997
2025-10-20 16:29:59.799212+02:00,24999170.415
2025-10-20 16:30:00.949741+02:00,24999170.3771
2025-10-20 16:30:02.100591+02:00,24999170.3554
2025-10-20 16:30:03.251429+02:00,24999170.327
2025-10-20 16:30:04.402256+02:00,24999170.3312
2025-10-20 16:30:05.553208+02:00,24999170.2915
2025-10-20 16:30:06.704147+02:00,24999170.3118
