timestamp,mean
2025-10-09 18:11:07.408547+02:00,24999500.5963
2025-10-09 18:11:08.559505+02:00,24999500.5722
2025-10-09 18:11:09.710556+02:00,24999500.5975
2025-10-09 18:11:10.861487+02:00,24999500.6805
2025-10-09 18:11:12.012273+02:00,24999500.5623
2025-10-09 18:11:13.163113+02:00,24999500.5699
2025-10-09 18:11:14.314094+02:00,24999500.5368
2025-10-09 18:11:15.465138+02:00,24999500.4952
2025-10-09 18:11:16.616052+02:00,24999500.4809
2025-10-09 18:11:17.767553+02:00,24999500.5045
2025-10-09 18:11:18.918029+02:00,24999500.4473
2025-10-09 18:11:20.068998+02:00,24999500.5608
2025-10-09 18:11:21.219786+02:00,24999500.5995
2025-10-09 18:11:22.370182+02:00,24999500.5546
2025-10-09 18:11:23.521611+02:00,24999500.4245
2025-10-09 18:11:24.672851+02:00,24999500.6
2025-10-09 18:11:25.823794+02:00,24999500.4135
2025-10-09 18:11:26.975346+02:00,24999500.4547
2025-10-09 18:11:28.126399+02:00,24999500.4205
2025-10-09 18:11:29.277471+02:00,24999500.3689
2025-10-09 18:11:30.428180+02:00,24999500.4371
2025-10-09 18:11:31.579104+02:00,24999500.548
2025-10-09 18:11:32.729870+02:00,24999500.5402
2025-10-09 18:11:33.881437+02:00,24999500.5697
2025-10-09 18:11:35.032339+02:00,24999500.563
2025-10-09 18:11:36.183849+02:00,24999500.5391
2025-10-09 18:11:37.334879+02:00,24999500.5156
2025-10-09 18:11:38.485920+02:00,24999500.4981
2025-10-09 18:11:39.637045+02:00,24999500.4576
2025-10-09 18:11:40.788220+02:00,24999500.4302
2025-10-09 18:11:41.939638+02:00,24999500.509
2025-10-09 18:11:43.090210+02:00,24999500.4884
2025-10-09 18:11:44.241295+02:00,24999500.4633
2025-10-09 18:11:45.392004+02:00,24999500.3923
2025-10-09 18:11:46.543396+02:00,24999500.3946
2025-10-09 18:11:47.693988+02:00,24999500.4028
2025-10-09 18:11:48.845065+02:00,24999500.4085
2025-10-09 18:11:49.995913+02:00,24999500.4014
2025-10-09 18:11:51.146644+02:00,24999500.4
2025-10-09 18:11:52.297393+02:00,24999500.4153
2025-10-09 18:11:53.447939+02:00,24999500.4296
2025-10-09 18:11:54.598816+02:00,24999500.4583
2025-10-09 18:11:55.749797+02:00,24999500.4378
2025-10-09 18:11:56.900919+02:00,24999500.4705
2025-10-09 18:11:58.052035+02:00,24999500.54
2025-10-09 18:11:59.203320+02:00,24999500.5491
2025-10-09 18:12:00.354116+02:00,24999500.5681
2025-10-09 18:12:01.504931+02:00,24999500.6039
2025-10-09 18:12:02.656094+02:00,24999500.6289
2025-10-09 18:12:03.808012+02:00,24999500.7125
2025-10-09 18:12:04.959122+02:00,24999500.6784
2025-10-09 18:12:06.110445+02:00,24999500.6445
2025-10-09 18:12:07.261735+02:00,24999500.7214
2025-10-09 18:12:08.412447+02:00,24999500.6875
2025-10-09 18:12:09.563716+02:00,24999500.7337
2025-10-09 18:12:10.715100+02:00,24999500.7427
2025-10-09 18:12:11.866058+02:00,24999500.6816
2025-10-09 18:12:13.017205+02:00,24999500.6867
2025-10-09 18:12:14.168083+02:00,24999500.758
2025-10-09 18:12:15.319158+02:00,24999500.8162
2025-10-09 18:12:16.470034+02:00,24999500.852
2025-10-09 18:12:17.620840+02:00,24999500.9139
2025-10-09 18:12:18.772167+02:00,24999501.0037
2025-10-09 18:12:19.923477+02:00,24999501.0128
2025-10-09 18:12:21.073993+02:00,24999501.0132
2025-10-09 18:12:22.224805+02:00,24999501.1136
2025-10-09 18:12:23.376027+02:00,24999501.1479
2025-10-09 18:12:24.528029+02:00,24999501.14
2025-10-09 18:12:25.679769+02:00,24999501.1562
2025-10-09 18:12:26.831070+02:00,24999501.1575
2025-10-09 18:12:27.982065+02:00,24999501.1835
2025-10-09 18:12:29.133441+02:00,24999501.131
2025-10-09 18:12:30.284133+02:00,24999501.1682
2025-10-09 18:12:31.435535+02:00,24999501.2058
2025-10-09 18:12:32.586417+02:00,24999501.2234
2025-10-09 18:12:33.737508+02:00,24999501.1516
2025-10-09 18:12:34.888345+02:00,24999501.1774
2025-10-09 18:12:36.039545+02:00,24999501.133
2025-10-09 18:12:37.190357+02:00,24999501.0979
2025-10-09 18:12:38.341656+02:00,24999501.0252
2025-10-09 18:12:39.492664+02:00,24999501.0486
2025-10-09 18:12:40.643697+02:00,24999501.0547
2025-10-09 18:12:41.794841+02:00,24999501.0473
2025-10-09 18:12:42.945957+02:00,24999501.0621
2025-10-09 18:12:44.097217+02:00,24999501.074
2025-10-09 18:12:45.248495+02:00,24999501.029
2025-10-09 18:12:46.399524+02:00,24999501.0224
2025-10-09 18:12:47.550403+02:00,24999501.0538
2025-10-09 18:12:48.701675+02:00,24999501.0611
2025-10-09 18:12:49.852643+02:00,24999501.0534
2025-10-09 18:12:51.003292+02:00,24999501.0749
2025-10-09 18:12:52.153821+02:00,24999501.063
2025-10-09 18:12:53.304755+02:00,24999501.0168
2025-10-09 18:12:54.455703+02:00,24999501.0114
2025-10-09 18:12:55.606754+02:00,24999501.0298
2025-10-09 18:12:56.757896+02:00,24999501.0356
2025-10-09 18:12:57.908631+02:00,24999501.036
2025-10-09 18:12:59.059729+02:00,24999501.0766
2025-10-09 18:13:00.210971+02:00,24999501.0617
2025-10-09 18:13:01.361965+02:00,24999501.0484
2025-10-09 18:13:02.513290+02:00,24999501.0227
2025-10-09 18:13:03.664223+02:00,24999500.9833
2025-10-09 18:13:04.815316+02:00,24999501.0632
2025-10-09 18:13:05.966299+02:00,24999501.1172
2025-10-09 18:13:07.117527+02:00,24999501.1776
2025-10-09 18:13:08.268325+02:00,24999501.1941
2025-10-09 18:13:09.419488+02:00,24999501.2578
2025-10-09 18:13:10.570388+02:00,24999501.2811
2025-10-09 18:13:11.721476+02:00,24999501.3646
2025-10-09 18:13:12.872325+02:00,24999501.4207
2025-10-09 18:13:14.023471+02:00,24999501.4368
2025-10-09 18:13:15.174439+02:00,24999501.4741
2025-10-09 18:13:16.325573+02:00,24999501.552
2025-10-09 18:13:17.476684+02:00,24999501.5895
2025-10-09 18:13:18.627878+02:00,24999501.6151
2025-10-09 18:13:19.779043+02:00,24999501.586
2025-10-09 18:13:20.930020+02:00,24999501.5537
2025-10-09 18:13:22.080949+02:00,24999501.5436
2025-10-09 18:13:23.231903+02:00,24999501.5602
2025-10-09 18:13:24.383141+02:00,24999501.6883
2025-10-09 18:13:25.533956+02:00,24999501.6368
2025-10-09 18:13:26.685136+02:00,24999502.0334
2025-10-09 18:13:27.835947+02:00,24999502.1229
2025-10-09 18:13:28.986820+02:00,24999502.059
2025-10-09 18:13:30.137653+02:00,24999501.9967
2025-10-09 18:13:31.288907+02:00,24999502.0662
2025-10-09 18:13:32.440093+02:00,24999502.0282
2025-10-09 18:13:33.591075+02:00,24999502.0193
2025-10-09 18:13:34.742097+02:00,24999501.9859
2025-10-09 18:13:35.893188+02:00,24999501.9464
2025-10-09 18:13:37.044018+02:00,24999501.9005
2025-10-09 18:13:38.195106+02:00,24999501.8002
2025-10-09 18:13:39.346374+02:00,24999501.7681
2025-10-09 18:13:40.497451+02:00,24999501.7376
2025-10-09 18:13:41.648496+02:00,24999501.6618
2025-10-09 18:13:42.800051+02:00,24999501.6238
2025-10-09 18:13:43.951132+02:00,24999501.6708
2025-10-09 18:13:45.101836+02:00,24999501.6738
2025-10-09 18:13:46.253106+02:00,24999501.6249
2025-10-09 18:13:47.404128+02:00,24999501.5458
2025-10-09 18:13:48.555214+02:00,24999501.4839
2025-10-09 18:13:49.706545+02:00,24999501.4652
2025-10-09 18:13:50.857632+02:00,24999501.4778
2025-10-09 18:13:52.008843+02:00,24999501.498
2025-10-09 18:13:53.159886+02:00,24999501.4423
2025-10-09 18:13:54.310997+02:00,24999501.3657
2025-10-09 18:13:55.461965+02:00,24999501.3949
2025-10-09 18:13:56.613041+02:00,24999501.3181
2025-10-09 18:13:57.764176+02:00,24999501.2768
2025-10-09 18:13:58.915480+02:00,24999501.2551
2025-10-09 18:14:00.066106+02:00,24999501.1152
2025-10-09 18:14:01.217440+02:00,24999501.1079
2025-10-09 18:14:02.368265+02:00,24999501.0924
2025-10-09 18:14:03.519315+02:00,24999501.1131
