timestamp,mean
2025-10-20 16:07:45.761627+02:00,24999193.6963
2025-10-20 16:07:46.912016+02:00,24999193.617
2025-10-20 16:07:48.063073+02:00,24999193.5058
2025-10-20 16:07:49.214061+02:00,24999193.4042
2025-10-20 16:07:50.364645+02:00,24999193.3023
2025-10-20 16:07:51.515712+02:00,24999193.1416
2025-10-20 16:07:52.666828+02:00,24999193.0278
2025-10-20 16:07:53.817356+02:00,24999192.9769
2025-10-20 16:07:54.968313+02:00,24999192.8473
2025-10-20 16:07:56.118980+02:00,24999192.7546
2025-10-20 16:07:57.269865+02:00,24999192.6145
2025-10-20 16:07:58.420597+02:00,24999192.5417
2025-10-20 16:07:59.571012+02:00,24999192.3805
2025-10-20 16:08:00.721557+02:00,24999192.2449
2025-10-20 16:08:01.872371+02:00,24999192.1209
2025-10-20 16:08:03.023727+02:00,24999192.0121
2025-10-20 16:08:04.174686+02:00,24999191.903
2025-10-20 16:08:05.325723+02:00,24999191.83
2025-10-20 16:08:06.476902+02:00,24999191.6641
2025-10-20 16:08:07.627570+02:00,24999191.5286
2025-10-20 16:08:08.778460+02:00,24999191.434
2025-10-20 16:08:09.929416+02:00,24999191.3255
2025-10-20 16:08:11.080585+02:00,24999191.2383
2025-10-20 16:08:12.231144+02:00,24999191.1789
2025-10-20 16:08:13.381625+02:00,24999191.0859
2025-10-20 16:08:14.532486+02:00,24999191.0445
2025-10-20 16:08:15.683234+02:00,24999190.9544
2025-10-20 16:08:16.834475+02:00,24999190.9066
2025-10-20 16:08:17.985279+02:00,24999190.7982
2025-10-20 16:08:19.136447+02:00,24999190.678
2025-10-20 16:08:20.287071+02:00,24999190.6367
2025-10-20 16:08:21.438073+02:00,24999190.5278
2025-10-20 16:08:22.588964+02:00,24999190.4626
2025-10-20 16:08:23.740217+02:00,24999190.344
2025-10-20 16:08:24.891092+02:00,24999190.205
2025-10-20 16:08:26.041716+02:00,24999190.0796
2025-10-20 16:08:27.192472+02:00,24999189.9756
2025-10-20 16:08:28.343079+02:00,24999189.8733
2025-10-20 16:08:29.494294+02:00,24999189.7961
2025-10-20 16:08:30.645318+02:00,24999189.7035
2025-10-20 16:08:31.796627+02:00,24999189.5921
2025-10-20 16:08:32.947369+02:00,24999189.5031
2025-10-20 16:08:34.098377+02:00,24999189.4732
2025-10-20 16:08:35.249037+02:00,24999189.3945
2025-10-20 16:08:36.399603+02:00,24999189.289
2025-10-20 16:08:37.550024+02:00,24999189.2118
2025-10-20 16:08:38.701090+02:00,24999189.1388
2025-10-20 16:08:39.852106+02:00,24999189.0956
2025-10-20 16:08:41.003242+02:00,24999189.0132
2025-10-20 16:08:42.154288+02:00,24999188.9357
2025-10-20 16:08:43.305346+02:00,24999188.8623
2025-10-20 16:08:44.456232+02:00,24999188.7685
2025-10-20 16:08:45.607256+02:00,24999188.6741
2025-10-20 16:08:46.758226+02:00,24999188.5668
2025-10-20 16:08:47.908833+02:00,24999188.4519
2025-10-20 16:08:49.059555+02:00,24999188.3539
2025-10-20 16:08:50.210198+02:00,24999188.234
2025-10-20 16:08:51.360824+02:00,24999188.1394
2025-10-20 16:08:52.511638+02:00,24999188.0557
2025-10-20 16:08:53.662604+02:00,24999188.024
2025-10-20 16:08:54.813357+02:00,24999187.9503
2025-10-20 16:08:55.964076+02:00,24999187.9388
2025-10-20 16:08:57.114817+02:00,24999187.904
2025-10-20 16:08:58.265974+02:00,24999187.837
2025-10-20 16:08:59.416286+02:00,24999187.7664
